"","mu","sigma"
"1",154.937640046798,7.80044486960268
"2",154.571889490682,7.6781229769122
"3",154.743041235368,7.8385503242861
"4",154.632364683666,7.67883039793359
"5",154.723289306586,7.71609533772861
"6",154.580076634958,7.76906108130481
"7",154.567161990452,7.58544595984517
"8",154.428925017064,7.41597003590937
"9",153.817170602796,7.65126950004722
"10",154.863503792193,8.0071280169247
"11",154.8936304972,7.83985425749513
"12",154.583126199606,7.24064565892735
"13",155.146173249756,7.99660861844042
"14",154.371326639957,7.70033339049718
"15",154.60642894934,7.82398033627887
"16",153.563640931911,7.75664991878123
"17",154.499336341766,7.5992923033113
"18",154.267276710214,7.87566143225481
"19",154.126318326385,7.33909975110471
"20",154.536276915277,8.12638692609553
"21",154.712841095149,8.04805456860808
"22",153.967610710632,7.78580170752794
"23",154.361519710821,7.45290757088306
"24",154.770886898333,7.36460199664433
"25",154.648908789136,7.75610146468824
"26",154.940140363738,7.56525205650276
"27",154.547347469186,8.26453119341208
"28",154.521572141677,7.92256652062363
"29",154.462888826395,8.40425866725281
"30",154.894462362389,8.04630002789808
"31",155.173322568371,7.57481341405626
"32",155.325576038958,7.7705311243475
"33",154.462559714769,7.58162065310289
"34",154.732416564944,7.27076436769705
"35",154.346563149374,8.1485715836511
"36",154.017179623798,7.983526137874
"37",154.764761936252,7.93107186214299
"38",154.68828513596,8.02930504753503
"39",154.710249114118,7.71148308412797
"40",154.236744927673,7.71069694349238
"41",154.960851333021,7.85871567442148
"42",154.535453721197,7.731280680356
"43",154.709685622568,7.71019314175793
"44",154.64899186098,7.34341169885922
"45",154.696261658698,7.01318869375107
"46",154.69669778959,7.55698734106933
"47",154.586026722032,7.42220168091573
"48",154.636841756817,7.79496473269116
"49",154.435108861939,7.7990862004533
"50",154.755887615476,7.74559038650789
"51",154.091409145354,7.30043853886265
"52",154.54439960308,7.60712441972501
"53",154.420803519572,7.31636686863614
"54",154.997797209545,7.9316532213805
"55",154.132302508739,7.63898381976725
"56",155.132717233289,7.74403245406986
"57",154.183281358899,7.46994770023099
"58",153.674896764517,7.35033734605424
"59",154.955419470858,7.09228370317532
"60",154.310540806577,7.2931318589786
"61",154.401659637146,7.8200596503615
"62",155.578403242948,7.85236798554146
"63",154.3298589521,8.09743350198952
"64",155.335953920773,7.92430410467171
"65",154.41107265694,7.84739314562627
"66",154.770152472351,7.5760905630918
"67",155.525845812752,8.33129112963433
"68",155.401966091729,7.52595288909045
"69",155.148429876675,7.82501548506889
"70",154.050015175937,7.68190103259053
"71",155.732329870959,7.48516764359231
"72",154.801739159223,7.79917477262505
"73",153.985598527419,7.40578588533087
"74",154.313436040214,7.83965270003601
"75",154.552071087894,7.35506805658589
"76",155.00680626185,7.56808059413896
"77",154.644488551677,7.60539745106737
"78",155.149134581892,7.39299487279782
"79",154.282056125393,6.9685023857068
"80",154.660277570312,8.39745606398891
"81",154.397452358522,8.14339274675598
"82",155.891908991728,7.06260892740224
"83",154.894671002226,7.22442293604395
"84",154.337676900997,7.97240701993235
"85",154.320870544773,7.37796623711956
"86",154.748148163438,8.00966392026569
"87",154.278449377197,7.51726027850364
"88",154.815781484735,7.55866826359055
"89",154.223484250213,8.13627630394835
"90",154.666953683186,7.9068622077936
"91",154.059278886266,8.10801719377513
"92",154.6922432345,7.51680611533625
"93",153.919466161634,7.57226765201801
"94",153.974002548414,7.55364850327672
"95",155.145421894176,7.72025980193474
"96",154.368316749333,8.12428180118745
"97",154.990112333849,7.85130678119586
"98",155.049923490003,8.00099932300309
"99",155.12396706992,7.65650987095467
"100",154.650196501704,7.28335503881566
"101",154.804696599708,7.75635788337516
"102",154.552114096617,7.72549242140169
"103",155.230079573239,8.13802544608141
"104",154.618883914597,7.41906094638148
"105",154.556594569781,7.75935755290591
"106",154.355075887598,8.0479463785301
"107",154.37010674577,7.9226988047893
"108",153.908633162871,7.39548654388862
"109",155.200894696308,7.63146432950734
"110",154.737019378795,8.2523630578312
"111",155.228898413269,8.07397806925507
"112",154.545887413692,8.15543155725977
"113",154.933883242304,7.63700465648272
"114",154.903542390948,7.5452077723859
"115",154.606822738561,7.59687419120653
"116",154.601532873459,7.8252668453212
"117",154.614757936675,7.6485391210254
"118",154.549119124837,7.4977743612815
"119",155.604879020321,7.77948102532253
"120",154.538637456752,7.41096393240911
"121",154.673695965496,8.15916492739841
"122",154.436809830787,7.99091846787798
"123",154.684241443682,7.15669649549278
"124",154.574805724891,7.30444674961531
"125",154.791748437024,7.75916450742674
"126",154.330757588888,8.27879305846933
"127",154.924885201186,7.6892017896196
"128",154.595571843484,7.71706650103606
"129",154.444869998689,7.87999785017778
"130",154.944800209875,6.90288192379264
"131",154.411965975932,7.94013046064024
"132",154.810680949446,7.76373358720191
"133",154.397928238544,8.12158164844378
"134",154.389121157641,7.58441509228799
"135",154.905840873379,7.57990770021382
"136",154.689401757096,7.62267452353973
"137",154.693571267659,7.87159964883632
"138",153.998890409184,7.70996588162695
"139",155.007243829991,7.68695090087464
"140",154.791562951905,7.18311935178865
"141",155.504687591497,7.69436840916647
"142",154.655840181824,7.79051140027787
"143",154.111547408517,7.34464089981454
"144",153.867905089521,7.91599082094047
"145",154.364596920643,7.66485155715174
"146",155.705778600485,8.14572092285471
"147",154.025010903435,7.46067087419599
"148",154.236336462712,7.78250003084272
"149",154.921540135319,8.27280131683385
"150",154.423321514337,7.57445490069676
"151",154.318200216437,7.89061044261232
"152",154.212915741457,8.07672951621911
"153",154.911553554649,8.25494142710943
"154",155.252080401511,7.51081205096071
"155",154.767064657149,7.69949844079905
"156",154.850839735406,7.16788707599888
"157",154.659860621301,7.67451314038226
"158",154.900350826808,7.36051164964803
"159",154.862210197156,7.06585052340224
"160",154.619649952903,7.28233761699259
"161",154.559953970255,7.86381923511626
"162",153.513196420717,7.78781496438532
"163",154.168124545957,7.5836667336291
"164",154.673982962659,7.81483641421551
"165",153.841241964472,8.3591335460687
"166",154.362098798876,7.91249958374041
"167",154.533344615655,7.42016123484994
"168",154.459238908669,7.80520603637437
"169",154.785379993114,8.1755744156352
"170",154.575771588301,7.87215439723193
"171",154.727630702636,8.00940824073489
"172",154.622926360534,7.31710660104997
"173",154.061882471509,7.24511134533315
"174",155.067974094054,7.74173043077071
"175",154.254056724559,7.51587567998347
"176",154.940686095334,7.81282635300717
"177",154.600368099382,7.47703864368232
"178",155.010674056113,8.12908804176079
"179",154.458549285321,7.84619603804943
"180",154.246897988874,7.5705469175691
"181",154.208832322976,7.40450309552629
"182",154.377387531032,7.52487428355788
"183",154.696144372435,7.89939161239793
"184",154.235262574597,7.90762524576102
"185",154.572419048204,7.82260593345532
"186",153.957571210882,8.12920671968278
"187",155.353683472824,7.44247692465313
"188",153.884292168918,7.61325795241901
"189",154.807644813137,7.75241980514415
"190",154.862846986643,8.04567608900351
"191",154.694402801203,7.84915877302142
"192",154.563865669472,7.65704084192162
"193",154.94322148419,7.74604942673227
"194",153.808031184963,8.02248997884841
"195",154.222814870305,7.73062754179676
"196",155.058897905487,7.94674942624663
"197",154.814185121174,8.06777364304651
"198",154.596040735584,7.40030834858967
"199",154.276278959277,7.54146873537394
"200",155.090149140947,8.05399223589865
"201",154.998891372411,7.7650834671664
"202",154.723821142313,7.46120539523389
"203",154.330900755929,8.08467545633193
"204",153.970429747989,8.17601025578653
"205",154.159071534585,7.89528882415868
"206",154.473063801257,7.49660170399704
"207",154.497839446547,7.82819315909928
"208",154.894149195997,8.00211098588844
"209",154.436496173304,7.50368108178298
"210",154.471491224469,7.69456055678462
"211",154.120048071843,7.65843773733264
"212",154.604336267928,7.74089540699112
"213",155.324175231878,7.05880252995494
"214",154.63684782992,7.87731507344017
"215",154.799987078586,8.20748704088075
"216",155.095638193257,8.2735643959039
"217",154.850098761964,7.56153144250079
"218",154.677637191078,7.6655549050543
"219",155.440231757244,7.5710902414175
"220",154.357632253956,8.33105739305849
"221",154.654984333176,8.01702347263994
"222",154.178522764309,7.35755036078799
"223",154.346850915003,8.12103499395408
"224",155.090387977879,7.6991920566057
"225",154.145871154203,7.61107099046116
"226",154.847483221768,7.66452863387974
"227",154.604612480715,7.97011593650067
"228",153.484899984867,7.66294397790818
"229",154.504106616883,7.54661724175684
"230",154.502379282023,7.47600916646713
"231",155.087636962601,7.65632703042677
"232",153.810455298313,7.2491066604827
"233",154.976403857903,7.92458996304414
"234",154.645934140829,7.5221376718849
"235",154.285370530947,7.51227301535671
"236",155.274097586701,8.12603082328731
"237",153.762706676901,7.6621428597679
"238",155.140265467332,7.76987614957311
"239",154.373168251831,8.00312831511942
"240",154.163235450147,7.05650848668018
"241",154.718181171757,7.12407229654779
"242",154.672189531932,7.88525774074466
"243",154.566657948492,7.08351858946776
"244",155.23489785721,7.73480625442625
"245",154.376112600864,7.71806229414908
"246",154.136565588209,8.33942530123667
"247",154.892578458938,7.65480388230116
"248",154.970568472687,7.84120514494254
"249",154.845171964949,7.79889033053717
"250",154.798786998515,7.5519332899808
"251",154.361556987979,7.73833504979127
"252",154.784092754556,7.63790354338562
"253",154.919899401655,8.01691151855861
"254",155.17685282228,7.07597380083699
"255",154.692696172409,7.89558968880263
"256",155.068830082791,7.88515308500319
"257",154.689770307072,7.62248827191101
"258",154.286254511602,7.39206505267767
"259",155.392491136546,7.97316817150417
"260",154.506121710521,8.31479976846892
"261",154.713630140924,7.89280643508042
"262",154.715064245769,7.64415713874078
"263",155.142994014442,7.74351056247805
"264",154.942414809822,8.06815763260626
"265",154.488647893352,7.56599067027671
"266",154.619995581081,7.89445575217914
"267",154.494202145021,8.02650930375738
"268",154.367819405646,7.70438935536277
"269",154.7436391338,7.91340631387845
"270",154.879623910244,8.07577145317993
"271",154.751142030938,8.45799256169978
"272",154.63369422855,7.55602131683812
"273",155.614788996738,7.25374230921888
"274",154.623569706244,7.25055544567109
"275",154.698535604496,7.49644527727594
"276",154.868895686627,7.38495969072852
"277",154.522654710372,7.98250690909492
"278",154.115079015985,7.57270849884577
"279",154.111856645831,8.27506007444162
"280",154.835596766277,7.67831143389815
"281",154.881615989882,7.60939815330463
"282",154.321449360804,7.90531549137549
"283",154.394102309279,7.74899973408055
"284",154.346176254299,8.12993030391635
"285",155.008300528535,7.62482551212934
"286",155.05789089228,7.4540668820938
"287",153.986946390751,7.71322052137156
"288",154.736648916313,7.68940579723464
"289",154.655896257347,7.67274599960107
"290",154.636953436726,7.75774512152738
"291",154.673129619689,7.65304285060942
"292",154.747546780812,7.75140668982969
"293",154.403265002436,8.10731190053977
"294",154.693419686304,7.67955373515118
"295",154.320160937299,7.80483734884644
"296",155.076263299469,7.96846593967601
"297",154.130209612803,7.63951972536695
"298",154.488343074534,7.52259353916549
"299",154.304019514872,7.94562380277714
"300",154.324268013921,7.5863771085515
"301",155.060973064487,7.31214272496103
"302",154.262206300453,8.14622681940108
"303",154.486009576837,7.91857402272488
"304",154.290812198535,7.63388755174584
"305",155.133244427879,7.74691612958756
"306",154.532373026822,7.71920815955642
"307",155.094752371724,8.23091347458398
"308",154.663675411862,7.3814760015891
"309",154.757284842642,8.0274770365898
"310",154.606722215149,7.76648320505887
"311",154.25453813634,7.6592031242165
"312",154.756651835651,7.7098909078571
"313",153.442092840455,7.56146849149293
"314",154.742903577064,7.94839863706278
"315",154.235182915288,7.75659433413924
"316",154.428201055101,7.54831702420799
"317",155.001085767444,7.58416139645801
"318",155.008047244558,8.10759064064917
"319",154.64721487415,7.85080339163271
"320",154.383574290156,7.89224170353065
"321",154.252271669653,7.38688303095073
"322",154.304404661239,7.75286525417434
"323",154.774351422143,7.73140744826748
"324",154.566949193094,7.62967894005827
"325",155.403115426782,7.78106309887939
"326",153.683623246898,7.7987273411468
"327",155.038581611728,7.5666983803885
"328",154.829626409619,7.73132128523834
"329",154.662901508971,7.59605422345124
"330",154.011820941616,7.85430705463666
"331",155.061290110632,7.83421235642144
"332",155.112729065932,7.72735352698963
"333",154.366707576159,7.58719607882798
"334",154.549093995646,7.29153577977203
"335",154.619283315636,7.82770134211523
"336",154.589195607881,7.26524813459714
"337",154.0738497715,6.56842912124544
"338",155.202449858692,7.68987345566432
"339",154.84213366217,7.63767742178467
"340",155.440103889743,7.79537513631165
"341",155.628456766822,7.4899202944678
"342",155.002194340615,7.29480448687566
"343",155.750035304092,8.02523209338992
"344",155.258211338475,7.81396532068936
"345",154.711037981516,8.00057891502748
"346",154.339121595457,7.68536123732388
"347",154.41764871521,7.79354933278382
"348",154.152442741356,7.76885070798773
"349",154.665618822683,8.10010852516488
"350",154.583702014988,7.7083146809451
"351",153.11180111511,7.75368137416639
"352",154.443159951064,6.76716981441842
"353",154.782372372801,8.4683281173187
"354",154.966465723265,8.31197403798697
"355",155.16217545631,8.05296956221115
"356",154.358548777299,7.76512488453155
"357",154.580003669576,7.86246897376518
"358",154.888948896542,7.20810246365191
"359",154.010465327357,7.69376242814301
"360",154.956623893273,7.89087308607566
"361",154.305892939272,7.86306003000914
"362",154.678100821798,8.04748172253416
"363",154.144050254283,8.20771270058663
"364",154.58981887386,7.44220548831914
"365",155.028302716157,8.15868863743258
"366",155.033997892275,7.69101884625694
"367",154.863866291998,7.85549867392178
"368",154.053813995794,7.61224823178861
"369",154.557817652215,8.48430229679228
"370",154.914971206108,8.27725069659111
"371",154.396887811045,7.95415663646472
"372",154.415159883115,7.30998097739087
"373",154.870520561002,7.71143842212537
"374",155.258791071468,6.99206641701385
"375",154.135389288184,8.09936854566041
"376",154.200272907301,7.83689502698016
"377",154.19331381572,7.37873326101024
"378",154.819130790125,7.65466562174139
"379",154.524153028952,7.78868960974492
"380",154.504432309257,7.672696335299
"381",154.988513723521,8.4696437724145
"382",154.29642387232,7.75197935768849
"383",154.428133093409,7.44753360347241
"384",154.717551085227,6.80689488357016
"385",153.888675933586,7.36123434881187
"386",154.084171322866,7.43347754248856
"387",154.879984714293,7.25032659485942
"388",154.859942316497,7.38842492604395
"389",154.31164476585,7.63021231270581
"390",155.050753347749,7.77473296165311
"391",154.513465787321,7.48442241386097
"392",154.343540361123,7.51421617187859
"393",154.706263506881,7.96724141842535
"394",154.925963194185,8.01781217876313
"395",153.92619448948,7.54280316445496
"396",154.587542540653,7.81007735406874
